FID,OBJECTID,arcid,grid_code,from_node,to_node,Shape_Leng,local,downarc,SELEV,EELEV,MAXGRID,uparc,dz,slope,meanmsq,segorder,chanclass,hyddepth,hydwidth,effwidth,effdepth,MIN_SOILDE,segdepth,CHIN,Chin_Use,COHO,Coho_Use,STHD,Sthd_Use,PINK,Pink_Use,LMB,WAC173201A
659,660,660,672,671,663,362.1320344,9,651,284.54599,266.7600098,1297,669,17.7866001,0.0491163,29272500,7,10,3,0.05,0.25,1.82556,1.934945464,1.9216501,1,1,1,3,1,3,0,0,0,2
660,661,661,597,672,592,4234.188309,247,586,1038.479981,262.1929932,41,-1,776.2869873,0.183338,2767500,1,14,1,0.1,0.3,1.15801,1.240742803,1.21896,0,0,0,0,0,0,0,0,0,2
661,662,662,668,662,669,1104.594155,65,658,925.6279907,566.8400269,44,-1,358.7879944,0.324814,720000,1,13,0.5,0.1,0.2,1.13297,1.192600369,1.1926,0,0,0,0,0,0,0,0,0,3
662,663,663,661,654,673,1316.726189,94,668,571.6619873,390.6220093,13,-1,181.0399933,0.137492,1057500,1,14,1,0.1,0.3,1.5563101,1.638219476,1.63822,0,0,0,0,0,0,0,0,0,2
663,664,664,664,674,655,874.2640687,74,644,140.6849976,135.8130035,9114,682,4.8717999,0.0055725,205898000,31,12,4.5,0.05,0.35,2.2647099,2.383907557,2.3839099,0,0,0,0,0,0,0,0,0,2
664,665,665,665,659,582,8292.640687,515,570,168.2279968,128.2420044,19088,648,39.9855995,0.0048218,435262016,45,12,4.5,0.05,0.35,1.93634,2.038252592,2.03825,0,0,0,0,0,0,0,0,1,2
665,666,666,651,675,642,1487.132034,72,638,1343.959961,932.7999878,2,-1,411.1579895,0.276477,810000,1,13,0.5,0.1,0.2,1.01474,1.241345763,1.06814,0,0,0,0,0,0,0,0,0,3
666,667,667,656,676,648,1386.396103,78,635,232.0319977,199.3130035,499,691,32.7187004,0.0235998,12105000,3,9,2,0.05,0.2,1.80051,1.979248285,1.89528,1,1,1,3,1,3,0,0,0,2
667,668,668,676,673,671,1236.396103,30,660,390.6220093,284.54599,194,670,106.0759964,0.0857944,4702500,2,8,1,0.05,0.15,1.73211,1.843429089,1.82328,0,0,0,0,0,0,0,0,0,2
668,669,669,675,677,671,450,8,660,296.5899963,284.54599,1074,701,12.0431995,0.0267627,24255000,6,10,3,0.05,0.25,1.81735,1.912998438,1.913,0,0,1,3,1,3,0,0,0,2
669,670,670,677,678,673,1249.264069,86,668,593.0120239,390.6220093,38,-1,202.3899994,0.162007,967500,1,13,0.5,0.1,0.2,1.46312,1.567489266,1.54013,0,0,0,0,0,0,0,0,0,2
670,671,671,674,679,669,724.2640687,53,658,586.1400146,566.8400269,2133,694,19.3001003,0.0266479,48577500,6,12,4.5,0.05,0.35,1.62578,1.734121919,1.71134,0,0,0,0,0,0,0,0,0,3
671,672,672,640,680,633,2087.132034,110,617,1209.390015,473.5480042,5,-1,735.8460083,0.352563,1237500,1,14,1,0.1,0.3,1.07451,1.131067395,1.13107,0,0,0,0,0,0,0,0,0,3
672,673,673,682,681,677,1187.132034,90,669,413.8389893,296.5899963,20,-1,117.25,0.0987672,1012500,1,8,1,0.05,0.15,1.68487,1.77355051,1.77355,0,0,0,0,0,0,0,0,0,2
673,674,674,673,682,667,2922.792206,177,655,219.4929962,184.9519958,18302,677,34.5411987,0.0118179,413775008,42,12,4.5,0.05,0.35,1.7676001,1.860629201,1.86063,0,0,0,0,0,0,0,0,0,2
674,675,675,681,683,676,636.3961031,32,667,261.82901,232.0319977,176,687,29.7975998,0.0468224,4320000,2,8,1,0.05,0.15,1.7558399,1.848252058,1.84825,0,0,1,1,1,1,0,0,0,2
675,676,676,687,684,682,225,71,674,221.8600006,219.4929962,70,-1,2.3669,0.0105196,787500,1,7,0.5,0.05,0.1,1.93138,2.033034563,2.03303,0,0,0,0,0,0,0,0,0,2
676,677,677,684,685,682,512.1320344,33,674,221.0240021,219.4929962,18209,678,1.5307,0.0029889,410062016,41,12,4.5,0.05,0.35,1.9462,2.088662386,2.04863,0,0,0,0,0,0,0,0,0,2
677,678,678,667,661,685,2322.792206,288,677,239.3690033,221.0240021,17840,650,18.3458996,0.0078982,404640000,40,12,4.5,0.05,0.35,1.68178,1.829061627,1.7703,0,0,0,0,0,0,0,0,0,2
678,679,679,689,686,687,975,98,680,1232.069946,1232.069946,62,-1,0,0.00001,1102500,1,2,1,0.03,0.09,1.24395,1.309421778,1.30942,0,0,0,0,0,0,0,0,0,3
679,680,680,634,687,627,2984.92424,163,614,1232.069946,459.7850037,180,679,772.2890015,0.25873,5872500,2,14,1,0.1,0.3,1.05787,1.127076507,1.1135401,0,0,0,0,0,0,0,0,0,3
680,681,681,693,689,688,375,51,695,1183,1179.969971,34,-1,3.0250001,0.0080667,562500,1,7,0.5,0.05,0.1,1.44558,1.521659374,1.52166,0,0,0,0,0,0,0,0,0,3
681,682,682,679,690,674,1810.660172,87,664,146.9290009,140.6849976,8786,688,6.244,0.0034485,198652000,30,12,4.5,0.05,0.35,1.8979,1.997792006,1.99779,0,0,0,0,0,0,0,0,0,2
682,683,683,697,691,688,437.1320344,57,695,1179.969971,1179.969971,42,-1,0,0.00001,630000,1,1,0.5,0.03,0.06,1.44143,1.517293453,1.51729,0,0,0,0,0,0,0,0,0,3
683,684,684,694,692,687,530.3300859,62,680,1232.069946,1232.069946,37,-1,0,0.00001,697500,1,1,0.5,0.03,0.06,1.4534301,1.529928446,1.52993,0,0,0,0,0,0,0,0,0,3
684,685,685,698,693,690,225,46,682,175.8580017,146.9290009,43,-1,28.9295998,0.128576,517500,1,13,0.5,0.1,0.2,1.8118401,1.907198429,1.9072,0,0,0,0,0,0,0,0,0,2
685,686,686,660,694,650,2392.46212,170,637,1156.660034,666.8430176,13,-1,489.821991,0.204736,1912500,1,14,1,0.1,0.3,1.145,1.216706395,1.20526,0,0,0,0,0,0,0,0,0,3
686,687,687,690,695,683,949.2640687,88,675,315.6260071,261.82901,46,-1,53.796299,0.0566716,990000,1,7,0.5,0.05,0.1,1.62767,1.713335037,1.71334,0,0,1,1,1,1,0,0,0,2
687,688,688,695,696,690,574.2640687,21,682,148.0390015,146.9290009,8717,705,1.1097,0.0019324,196358000,29,6,4.5,0.03,0.21,1.98878,2.096097231,2.0934601,0,0,0,0,0,0,0,0,0,2
688,689,689,678,697,674,1536.396103,67,664,201.6620026,140.6849976,178,711,60.9776001,0.0396887,4747500,2,8,1,0.05,0.15,1.86401,1.962115169,1.9621201,0,0,0,0,0,0,0,0,0,2
689,690,690,699,698,696,362.1320344,16,688,151.5050049,148.0390015,148,712,3.4663,0.0095719,3510000,2,8,1,0.05,0.15,1.99129,2.096097231,2.0961001,0,0,0,0,0,0,0,0,0,2
690,691,691,680,700,676,3003.122292,295,667,416.6860046,232.0319977,42,-1,184.654007,0.0614875,3307500,1,8,1,0.05,0.15,1.52421,1.604431272,1.60443,0,0,1,3,0,0,0,0,0,2
691,692,692,691,701,683,1523.528137,85,675,380.9570007,261.82901,33,-1,119.1279984,0.0781919,945000,1,7,0.5,0.05,0.1,1.69552,1.814395189,1.78476,0,0,1,1,0,0,0,0,0,2
692,693,693,692,703,685,975,69,677,293.8309937,221.0240021,5,-1,72.8075027,0.0746744,765000,1,7,0.5,0.05,0.1,1.7891099,1.88327229,1.88327,0,0,0,0,0,0,0,0,0,2
693,694,694,686,704,679,1448.528137,119,671,613.8889771,586.1400146,1443,708,27.7493,0.0191569,33795000,5,11,4,0.05,0.3,1.64204,1.728460908,1.72846,0,0,0,0,0,0,0,0,0,3
694,695,695,688,688,704,3134.92424,178,694,1179.969971,613.8889771,107,683,566.0809937,0.180572,4410000,2,14,1,0.1,0.3,1.20515,1.268582106,1.26858,0,0,0,0,0,0,0,0,0,3
695,696,696,705,705,698,530.3300859,48,690,171.677002,151.5050049,28,-1,20.1725006,0.0380376,540000,1,7,0.5,0.05,0.1,1.85993,1.957824945,1.9578201,0,0,0,0,0,0,0,0,0,2
696,697,697,706,706,707,1999.264069,170,698,1043.150024,695.2030029,67,-1,347.947998,0.174038,1912500,1,14,1,0.1,0.3,1.3025301,1.372655511,1.37108,0,0,0,0,0,0,0,0,0,3
697,698,698,685,707,679,1997.056275,139,671,695.2030029,586.1400146,441,713,109.0630035,0.054612,11475000,3,9,2,0.05,0.2,1.31109,1.380094409,1.38009,0,0,0,0,0,0,0,0,0,3
698,699,699,702,708,697,587.1320344,83,689,241.2330017,201.6620026,56,-1,39.5705986,0.0673964,922500,1,7,0.5,0.05,0.1,1.80259,1.919020176,1.89746,0,0,0,0,0,0,0,0,0,2
699,700,700,701,702,709,587.1320344,82,710,484.5910034,459.9500122,45,-1,24.6406994,0.0419679,922500,1,7,0.5,0.05,0.1,1.73443,1.825721145,1.82572,0,0,0,0,0,0,0,0,0,2
700,701,701,683,710,677,2172.792206,74,669,367.7690125,296.5899963,910,709,71.1796036,0.0327595,21307500,5,10,3,0.05,0.25,1.57393,1.656772852,1.65677,0,0,1,3,1,3,0,0,0,2
701,702,702,710,711,709,318.1980515,48,710,485.4779968,459.9500122,39,-1,25.5286007,0.0802286,540000,1,7,0.5,0.05,0.1,1.7119499,1.802047968,1.80205,0,0,0,0,0,0,0,0,0,2
702,703,703,627,713,625,5245.584412,337,611,899.1359863,251.9790039,127,714,647.1569824,0.123372,6637500,2,14,1,0.1,0.3,1.36326,1.441868424,1.43501,0,0,0,0,0,0,0,0,0,2
703,704,704,712,715,710,375,67,701,406.3299866,367.7690125,3,-1,38.5611992,0.10283,742500,1,13,0.5,0.1,0.2,1.58017,1.663336158,1.66334,0,0,0,0,0,0,0,0,0,2
704,705,705,696,717,696,4184.924241,254,688,180.2389984,148.0390015,8297,722,32.2010002,0.0076945,189540000,28,12,4.5,0.05,0.35,1.87968,1.978611469,1.97861,0,0,0,0,0,0,0,0,0,2
705,706,706,700,699,717,1849.264069,130,705,212.8829956,180.2389984,5,-1,32.6432991,0.017652,1462500,1,8,1,0.05,0.15,1.95735,2.077403545,2.06037,0,0,0,0,0,0,0,0,0,2
706,707,707,717,718,713,318.1980515,55,703,938.3690186,899.1359863,0,-1,39.2328987,0.123297,607500,1,13,0.5,0.1,0.2,1.48478,1.562926531,1.56293,0,0,0,0,0,0,0,0,0,2
707,708,708,707,719,704,1148.528137,159,694,631.3469849,613.8889771,998,717,17.4575996,0.0152,24232500,4,10,3,0.05,0.25,1.75195,1.844162226,1.84416,0,0,0,0,0,0,0,0,0,3
708,709,709,713,720,710,574.2640687,54,701,367.7690125,367.7690125,805,728,0,0.00001,18720000,4,3,2,0.03,0.12,1.84791,1.945165515,1.94517,0,0,1,3,1,3,0,0,0,2
709,710,710,709,709,720,1086.396103,15,709,459.9500122,367.7690125,129,700,92.1807022,0.08485,3060000,2,8,1,0.05,0.15,1.6488,1.795996666,1.73558,0,0,1,1,0,0,0,0,0,2
710,711,711,703,721,697,1337.132034,96,689,299.697998,201.6620026,49,-1,98.0354004,0.0733177,1080000,1,8,1,0.05,0.15,1.80012,1.92513001,1.89487,0,0,0,0,0,0,0,0,0,2
711,712,712,704,722,698,1430.330086,100,690,245.7680054,151.5050049,49,-1,94.263298,0.0659032,1125000,1,8,1,0.05,0.15,1.72066,1.83808136,1.8112299,0,0,0,0,0,0,0,0,0,2
712,713,713,708,723,707,1024.264069,54,698,781.5339966,695.2030029,207,719,86.331398,0.0842863,5265000,2,8,1,0.05,0.15,1.3549401,1.426251769,1.42625,0,0,0,0,0,0,0,0,0,3
713,714,714,716,725,713,799.2640687,73,703,952.1519775,899.1359863,7,-1,53.0154991,0.0663304,810000,1,7,0.5,0.05,0.1,1.2592601,1.325532913,1.3255301,0,0,0,0,0,0,0,0,0,2
714,715,715,725,726,723,225,51,713,853.5859985,781.5339966,43,-1,72.0515976,0.320229,562500,1,13,0.5,0.1,0.2,1.23274,1.297622681,1.2976201,0,0,0,0,0,0,0,0,0,3
715,716,716,718,728,717,724.2640687,60,705,191.1940002,180.2389984,906,718,10.9549999,0.0151257,21060000,6,10,3,0.05,0.25,1.88664,1.985941291,1.98594,0,0,0,0,0,0,0,0,0,2
716,717,717,721,729,719,1448.528137,90,708,736.4719849,631.3469849,629,721,105.125,0.0725736,15165000,3,9,2,0.05,0.2,1.42731,1.502428174,1.50243,0,0,0,0,0,0,0,0,0,3
717,718,718,727,730,728,362.1320344,22,716,195.7100067,191.1940002,737,724,4.5159001,0.0124703,16830000,5,9,2,0.05,0.2,1.88664,1.985941291,1.98594,0,0,0,0,0,0,0,0,0,2
718,719,719,724,731,723,1311.396103,157,713,864.6749878,781.5339966,51,-1,83.1400986,0.0633982,1755000,1,8,1,0.05,0.15,1.2079901,1.271571875,1.27157,0,0,0,0,0,0,0,0,0,3
719,720,720,729,732,729,424.2640687,4,717,826.5319824,736.4719849,323,739,90.0606003,0.212275,7312500,2,14,1,0.1,0.3,1.31469,1.383881569,1.38388,0,0,0,0,0,0,0,0,0,3
720,721,721,722,724,729,3747.792206,303,717,1379.030029,736.4719849,51,-1,642.5599976,0.17145,3397500,1,14,1,0.1,0.3,1.1118,1.228883266,1.17031,0,0,0,0,0,0,0,0,0,3
721,722,722,719,734,717,2110.660172,89,705,222.401001,180.2389984,7155,723,42.1618996,0.0199757,161978000,27,12,4.5,0.05,0.35,1.55654,1.638465524,1.6384701,0,0,0,0,0,0,0,0,0,2
722,723,723,733,735,734,812.1320344,33,722,340.9299927,222.401001,7067,727,118.5279999,0.145947,159368000,26,18,4.5,0.1,0.7,1.57125,1.653952479,1.65395,0,0,0,0,0,0,0,0,0,2
723,724,724,730,736,730,1748.528137,73,718,250.4539948,195.7100067,584,730,54.7438011,0.0313085,13950000,4,9,2,0.05,0.2,1.79424,1.888676167,1.88868,0,0,0,0,0,0,0,0,0,2
724,725,725,737,737,734,437.1320344,58,722,340.1600037,222.401001,46,-1,117.7580032,0.269388,652500,1,13,0.5,0.1,0.2,1.45344,1.529938579,1.52994,0,0,0,0,0,0,0,0,0,2
725,726,726,728,739,728,1373.528137,106,716,281.4970093,191.1940002,7,-1,90.3022995,0.0657448,1192500,1,8,1,0.05,0.15,1.71224,1.80236268,1.8023601,0,0,0,0,0,0,0,0,0,2
726,727,727,734,740,735,2560.660172,191,723,358.5660095,340.9299927,6804,734,17.6359997,0.0068873,155228000,25,12,4.5,0.05,0.35,1.47216,1.549642801,1.5496401,0,0,0,0,0,0,0,0,0,2
727,728,728,723,741,720,1960.660172,165,709,415.9379883,367.7690125,480,737,48.1685982,0.0245675,12645000,3,9,2,0.05,0.2,1.65483,1.741929889,1.74193,0,0,1,1,1,3,0,0,0,2
728,729,729,715,716,741,3872.056275,205,728,778.3280029,415.9379883,48,-1,362.3900146,0.0935912,2295000,1,8,1,0.05,0.15,1.34666,1.417534113,1.4175299,0,0,1,1,1,1,0,0,0,2
729,730,730,736,743,736,1598.528137,53,724,282.4190063,250.4539948,419,733,31.9650002,0.0199965,10012500,3,9,2,0.05,0.2,1.82061,1.916434288,1.91643,0,0,0,0,0,0,0,0,0,2
730,731,731,731,744,730,1342.46212,77,718,297.2219849,195.7100067,37,-1,101.512001,0.0756161,855000,1,7,0.5,0.05,0.1,1.76475,1.857630491,1.85763,0,0,0,0,0,0,0,0,0,2
731,732,732,732,733,745,1311.396103,77,733,313.9140015,282.4190063,46,-1,31.4946995,0.0240162,855000,1,7,0.5,0.05,0.1,1.84684,1.987664938,1.9440399,0,0,0,0,0,0,0,0,0,2
732,733,733,746,745,743,212.1320344,1,730,282.4190063,282.4190063,309,757,0,0.00001,6952500,2,2,1,0.03,0.09,2.1421599,2.254909277,2.25491,0,0,0,0,0,0,0,0,0,2
733,734,734,741,746,740,512.1320344,18,727,364.5939941,358.5660095,6667,735,6.0282998,0.011771,150210000,24,12,4.5,0.05,0.35,1.7515,1.843686819,1.84369,0,0,0,0,0,0,0,0,0,2
734,735,735,748,747,746,150,0,734,366.7879944,364.5939941,6414,745,2.1940999,0.0146273,144315008,23,12,4.5,0.05,0.35,1.81993,1.915716529,1.91572,0,0,0,0,0,0,0,0,0,2
735,736,736,726,727,747,2004.594155,194,735,459.0450134,366.7879944,48,-1,92.2565002,0.0460225,2182500,1,8,1,0.05,0.15,1.70935,1.799320221,1.79932,0,0,0,0,0,0,0,0,0,2
736,737,737,745,750,741,450,36,728,428.6329956,415.9379883,238,749,12.6955004,0.0282122,5760000,2,8,1,0.05,0.15,1.83228,1.928716302,1.92872,0,0,1,1,1,1,0,0,0,2
737,738,738,735,751,732,1611.396103,101,720,1062.27002,826.5319824,8,-1,235.7369995,0.146294,1125000,1,14,1,0.1,0.3,1.23373,1.29865849,1.29866,0,0,0,0,0,0,0,0,0,3
738,739,739,742,752,732,3039.518395,222,720,1230.109985,826.5319824,18,-1,403.5780029,0.132777,2497500,1,14,1,0.1,0.3,1.23593,1.322153449,1.30098,0,0,0,0,0,0,0,0,0,3
739,740,740,743,742,750,2935.660172,120,737,724.8040161,428.6329956,1,-1,296.17099,0.100887,1350000,1,14,1,0.1,0.3,1.52417,1.604391217,1.60439,0,0,1,1,1,1,0,0,0,2
740,741,741,738,753,735,1275,70,723,926.5390015,340.9299927,44,-1,585.6099854,0.459302,787500,1,13,0.5,0.1,0.2,1.18292,1.251657724,1.24518,0,0,0,0,0,0,0,0,0,2
741,742,742,720,754,719,3240.990258,279,708,1204.880005,631.3469849,1,-1,573.5360107,0.176963,3127500,1,14,1,0.1,0.3,1.08391,1.163437843,1.14096,0,0,0,0,0,0,0,0,0,3
742,743,743,711,712,755,4120.584412,437,763,1115.660034,884.507019,78,-1,231.1580048,0.0560982,4905000,1,8,1,0.05,0.15,1.20886,1.272488832,1.27249,0,0,0,0,0,0,0,0,0,2
743,744,744,714,714,755,3758.452378,301,763,1268.410034,884.507019,46,-1,383.9049988,0.102145,3375000,1,14,1,0.1,0.3,1.1742899,1.236094832,1.2360899,0,0,0,0,0,0,0,0,0,2
744,745,745,752,756,747,1148.528137,95,735,405.1109924,366.7879944,6125,747,38.3232002,0.0333672,138870000,22,12,4.5,0.05,0.35,1.46121,1.538115859,1.53812,0,0,0,0,0,0,0,0,0,2
745,746,746,749,748,756,1042.46212,109,745,447.7430115,405.1109924,32,-1,42.6316986,0.0408952,1215000,1,8,1,0.05,0.15,1.52653,1.606874943,1.6068701,0,0,0,0,0,0,0,0,0,2
746,747,747,756,757,756,300,3,745,405.1109924,405.1109924,6013,752,0,0.00001,135315008,21,6,4.5,0.03,0.21,1.54126,1.622378469,1.62238,0,0,0,0,0,0,0,0,0,2
747,748,748,753,749,757,1280.330086,88,747,561.8410034,405.1109924,33,-1,156.7299957,0.122413,990000,1,13,0.5,0.1,0.2,1.43961,1.608429551,1.51538,0,0,0,0,0,0,0,0,0,2
748,749,749,754,758,750,587.1320344,119,737,449.105011,428.6329956,4,-1,20.4719009,0.0348676,1327500,1,8,1,0.05,0.15,1.8532701,1.95081234,1.95081,0,0,1,1,1,1,0,0,0,2
749,750,750,747,759,743,1254.594155,93,730,355.2219849,282.4190063,40,-1,72.8030014,0.0580291,1035000,1,8,1,0.05,0.15,1.68696,1.896058559,1.77575,0,0,0,0,0,0,0,0,0,2
750,751,751,740,760,736,1642.46212,128,724,414.3640137,250.4539948,44,-1,163.9100037,0.0997954,1440000,1,8,1,0.05,0.15,1.5498,1.631367445,1.6313699,0,0,0,0,0,0,0,0,0,2
751,752,752,757,762,757,724.2640687,46,747,405.1109924,405.1109924,5905,755,0,0.00001,133380000,20,6,4.5,0.03,0.21,1.57953,1.662665844,1.66267,0,0,0,0,0,0,0,0,0,2
752,753,753,762,764,765,525,104,762,909.0490112,803.9019775,70,-1,105.1480026,0.200281,1170000,1,14,1,0.1,0.3,1.28623,1.353926897,1.35393,0,0,0,0,0,0,0,0,0,2
753,754,754,739,738,765,2154.594155,158,762,1140.530029,803.9019775,49,-1,336.6319885,0.156239,1777500,1,14,1,0.1,0.3,1.16524,1.226568699,1.22657,0,0,0,0,0,0,0,0,0,2
754,755,755,759,767,762,2136.396103,242,752,435.8890076,405.1109924,5483,759,30.7779999,0.0144065,126090000,19,12,4.5,0.05,0.35,1.60465,1.794580579,1.6891,0,0,0,0,0,0,0,0,0,2
755,756,756,758,761,767,830.3300859,50,755,735.3140259,435.8890076,37,-1,299.4240112,0.360609,562500,1,13,0.5,0.1,0.2,1.19917,1.26228869,1.26229,0,0,0,0,0,0,0,0,0,2
756,757,757,750,766,745,2765.254326,232,733,312.697998,282.4190063,45,-1,30.2789001,0.0109498,2610000,1,8,1,0.05,0.15,1.72253,1.813188553,1.81319,0,0,0,0,0,0,0,0,0,2
757,758,758,744,768,740,2609.92424,126,727,962.5369873,358.5660095,45,-1,603.9719849,0.231413,1417500,1,14,1,0.1,0.3,1.2053699,1.268810511,1.26881,0,0,0,0,0,0,0,0,0,2
758,759,759,764,769,767,662.1320344,28,755,441.6919861,435.8890076,5369,761,5.8031001,0.0087643,121118000,18,12,4.5,0.05,0.35,1.71975,1.810265541,1.81027,0,0,0,0,0,0,0,0,0,2
759,760,760,765,770,769,225,65,759,457.3919983,441.6919861,5,-1,15.6996002,0.069776,720000,1,7,0.5,0.05,0.1,1.67344,1.761516213,1.76152,0,0,0,0,0,0,0,0,0,2
760,761,761,766,773,769,424.2640687,82,759,441.6919861,441.6919861,5249,764,0,0.00001,119025000,17,6,4.5,0.03,0.21,1.71975,1.810265541,1.81027,0,0,0,0,0,0,0,0,0,2
761,762,762,763,765,774,1148.528137,53,774,803.9019775,698.9589844,265,754,104.9420013,0.0913713,6547500,2,8,1,0.05,0.15,1.4084001,1.482531428,1.48253,0,0,0,0,0,0,0,0,0,2
762,763,763,755,755,774,2447.056275,123,774,884.507019,698.9589844,737,743,185.5469971,0.0758247,17955000,2,9,2,0.05,0.2,1.2310899,1.295883536,1.29588,0,0,0,0,0,0,0,0,0,2
763,764,764,770,775,773,424.2640687,4,761,448.2609863,441.6919861,4904,769,6.5682001,0.0154814,110385000,16,12,4.5,0.05,0.35,1.90108,2.001139879,2.0011401,0,0,0,0,0,0,0,0,0,2
764,765,765,761,763,775,2097.792206,146,764,1087.390015,448.2609863,44,-1,639.1270142,0.304667,1642500,1,14,1,0.1,0.3,1.15473,1.257824898,1.21551,0,0,0,0,0,0,0,0,0,2
765,766,766,767,771,776,1042.46212,102,782,1146.099976,1005.900024,49,-1,140.2059937,0.134495,1147500,1,14,1,0.1,0.3,1.18986,1.258969426,1.25248,0,0,0,0,0,0,0,0,0,2
766,767,767,768,772,776,980.3300859,68,782,1172.670044,1005.900024,1,-1,166.7689972,0.170115,765000,1,13,0.5,0.1,0.2,1.26501,1.38777256,1.3315901,0,0,0,0,0,0,0,0,0,2
767,768,768,751,777,746,2899.264069,245,734,893.5880127,364.5939941,4,-1,528.9940186,0.182458,2745000,1,14,1,0.1,0.3,1.32695,1.404346347,1.39679,0,0,0,0,0,0,0,0,0,2
768,769,769,773,778,775,786.3961031,56,764,450.144989,448.2609863,4725,770,1.8844,0.0023962,106942000,15,12,4.5,0.05,0.35,1.9047199,2.004971027,2.0049701,0,0,0,0,0,0,0,0,0,2
769,770,770,775,779,778,212.1320344,3,769,450.3410034,450.144989,4629,773,0.1965,0.0009263,104175000,14,6,4.5,0.03,0.21,1.87931,1.978221655,1.97822,0,0,0,0,0,0,0,0,0,2
770,771,771,760,780,762,2697.792206,192,752,935.7869873,405.1109924,19,-1,530.6749878,0.196707,2160000,1,14,1,0.1,0.3,1.1046799,1.162823796,1.16282,0,0,0,0,0,0,0,0,0,2
771,772,772,774,781,778,587.1320344,71,769,477.4790039,450.144989,30,-1,27.3337002,0.0465546,787500,1,7,0.5,0.05,0.1,1.7271,1.818004847,1.818,0,0,0,0,0,0,0,0,0,2
772,773,773,776,783,779,1298.528137,133,770,460.822998,450.3410034,4370,780,10.4811001,0.0080715,99810000,13,12,4.5,0.05,0.35,1.64281,1.828696847,1.72927,0,0,0,0,0,0,0,0,0,2
773,774,774,771,774,784,2136.396103,208,778,698.9589844,632.5369873,1175,763,66.4222031,0.0310908,28777500,3,10,3,0.05,0.25,1.27407,1.341129303,1.34113,0,0,0,0,0,0,0,0,0,2
774,775,775,769,786,773,3021.320344,156,761,778.0830078,441.6919861,157,791,336.3909912,0.111339,5287500,2,14,1,0.1,0.3,1.33447,1.40470624,1.4047101,0,0,0,0,0,0,0,0,0,2
775,776,776,784,787,786,318.1980515,56,775,838.7509766,778.0830078,8,-1,60.6674004,0.190659,630000,1,13,0.5,0.1,0.2,1.26289,1.329353809,1.32935,0,0,0,0,0,0,0,0,0,2
776,777,777,778,782,788,975,72,783,797.322998,546.2230225,52,-1,251.1000061,0.257538,810000,1,13,0.5,0.1,0.2,1.25035,1.318830609,1.31616,0,0,0,0,0,0,0,0,0,2
777,778,778,781,784,789,1386.396103,104,785,632.5369873,598.5159912,1454,774,34.0209999,0.0245392,33885000,4,11,4,0.05,0.3,1.38327,1.456074953,1.4560699,0,0,0,0,0,0,0,0,0,2
778,779,779,783,790,784,680.3300859,71,778,881.2290039,632.5369873,44,-1,248.6920013,0.365546,787500,1,13,0.5,0.1,0.2,1.27995,1.372068882,1.3473099,0,0,0,0,0,0,0,0,0,2
779,780,780,779,791,783,2472.792206,292,773,481.6170044,460.822998,3900,789,20.7945995,0.0084094,91035000,12,12,4.5,0.05,0.35,1.85473,1.968802691,1.95235,0,0,0,0,0,0,0,0,0,2
780,781,781,791,793,792,150,3,788,520.7999878,518.6890259,2779,783,2.1110001,0.0140733,62550000,8,12,4.5,0.05,0.35,1.89386,1.993532181,1.99353,0,0,0,0,0,0,0,0,0,2
781,782,782,772,776,793,2710.660172,90,781,1005.900024,520.7999878,169,766,485.0960083,0.178959,4815000,2,14,1,0.1,0.3,1.2433701,1.308808088,1.30881,0,0,0,0,0,0,0,0,0,2
782,783,783,786,788,793,1412.132034,150,781,546.2230225,520.7999878,2366,784,25.4230995,0.0180033,54922500,7,12,4.5,0.05,0.35,1.67502,1.763176799,1.76318,0,0,0,0,0,0,0,0,0,2
783,784,784,787,794,788,1412.132034,194,783,577.40802,546.2230225,2104,785,31.1847,0.0220834,49522500,6,12,4.5,0.05,0.35,1.5603,1.642418385,1.6424201,0,0,0,0,0,0,0,0,0,2
784,785,785,788,789,794,812.1320344,79,784,598.5159912,577.40802,1660,778,21.1079006,0.0259907,38227500,5,11,4,0.05,0.3,1.61518,1.700186133,1.7001899,0,0,0,0,0,0,0,0,0,2
785,786,786,782,785,795,675,49,789,581.3280029,498.131012,45,-1,83.1968994,0.123255,540000,1,13,0.5,0.1,0.2,1.37017,1.442281246,1.4422801,0,0,0,0,0,0,0,0,0,2
786,787,787,794,796,795,150,0,789,500.5740051,498.131012,3426,788,2.4433999,0.0162893,77085000,10,12,4.5,0.05,0.35,1.91553,2.0163517,2.01635,0,0,0,0,0,0,0,0,0,2
787,788,788,790,792,796,1112.132034,76,787,518.6890259,500.5740051,2859,781,18.1149998,0.0162885,65182500,9,12,4.5,0.05,0.35,1.82234,1.994919062,1.91825,0,0,0,0,0,0,0,0,0,2
788,789,789,793,795,791,1236.396103,179,780,498.131012,481.6170044,3482,787,16.5137005,0.0133563,80347504,11,12,4.5,0.05,0.35,1.83324,1.929728866,1.9297301,0,0,0,0,0,0,0,0,0,2
789,790,790,795,797,792,861.3961031,80,788,675.5430298,518.6890259,11,-1,156.8540039,0.182093,900000,1,13,0.5,0.1,0.2,1.23523,1.300237298,1.30024,0,0,0,0,0,0,0,0,0,2
790,791,791,785,798,786,1399.264069,102,775,1039.660034,778.0830078,9,-1,261.5799866,0.186941,1147500,1,14,1,0.1,0.3,1.1066,1.164843678,1.16484,0,0,0,0,0,0,0,0,0,2
